Time Elapsed,MaxAngle,Delay Time,Servo Position,Contact Value,Hand Position
0:0:13:592,116,500,18,59,25,
0:0:13:604,116,500,10,20,21,
0:0:13:618,116,500,3,6,20,
0:0:13:630,116,500,0,0,20,
0:0:13:642,116,500,0,5,20,
0:0:13:655,116,500,0,4,20,
0:0:13:667,116,500,0,0,20,
0:0:13:680,116,500,0,0,20,
0:0:13:692,116,500,9,4,20,
0:0:13:705,116,500,20,5,20,
0:0:13:717,116,500,39,48,24,
0:0:13:730,116,500,64,0,25,
0:0:13:743,116,500,85,24,31,
0:0:13:756,116,500,100,16,37,
0:0:13:768,116,500,110,9,38,
0:0:13:782,116,500,114,13,39,
0:0:13:795,116,500,114,15,41,
0:0:13:808,116,500,115,15,40,
0:0:13:821,116,500,116,23,39,
0:0:13:835,116,500,116,13,42,
0:0:13:848,116,500,116,19,41,
0:0:13:861,116,500,116,16,42,
0:0:13:875,116,500,116,92,41,
0:0:13:887,116,500,116,123,38,
0:0:13:900,116,500,116,262,38,
0:0:13:913,116,500,116,352,36,
0:0:13:926,116,500,116,387,32,
0:0:13:938,116,500,116,377,27,
0:0:13:950,116,500,116,359,24,
0:0:13:964,116,500,116,358,20,
0:0:13:976,116,500,116,359,20,
0:0:13:989,116,500,116,358,20,
0:0:14:2,116,500,116,361,20,
0:0:14:14,116,500,116,358,20,
0:0:14:27,116,500,116,360,21,
0:0:14:40,116,500,116,359,20,
0:0:14:52,116,500,116,361,20,
0:0:14:65,116,500,116,358,20,
0:0:14:77,116,500,116,358,21,
0:0:14:91,116,500,115,361,21,
0:0:14:103,116,500,113,359,23,
0:0:14:116,116,500,104,357,20,
0:0:14:129,116,500,89,357,21,
0:0:14:141,116,500,76,287,21,
0:0:14:153,116,500,57,187,20,
0:0:14:167,116,500,35,128,22,
0:0:14:179,116,500,20,13,20,
0:0:14:192,116,500,10,3,21,
0:0:14:206,116,500,3,7,23,
0:0:14:219,116,500,0,0,21,
0:0:14:231,116,500,0,0,22,
0:0:14:243,116,500,0,4,20,
0:0:14:257,116,500,0,8,20,
0:0:14:269,116,500,0,2,21,
0:0:14:281,116,500,7,0,20,
0:0:14:294,116,500,15,0,21,
0:0:14:307,116,500,31,7,20,
0:0:14:319,116,500,56,7,20,
0:0:14:331,116,500,75,35,20,
0:0:14:345,116,500,91,28,20,
0:0:14:357,116,500,104,24,21,
0:0:14:369,116,500,110,4,24,
0:0:14:383,116,500,111,14,30,
0:0:14:395,116,500,113,4,34,
0:0:14:408,116,500,114,4,37,
0:0:14:422,116,500,114,14,38,
0:0:14:435,116,500,115,9,39,
0:0:14:448,116,500,115,15,41,
0:0:14:461,116,500,111,11,42,
0:0:14:475,116,500,108,89,46,
0:0:14:488,116,500,102,120,43,
0:0:14:501,116,500,90,195,44,
0:0:14:515,116,500,71,210,42,
0:0:14:528,116,500,53,127,44,
0:0:14:541,116,500,31,126,43,
0:0:14:555,116,500,16,28,43,
0:0:14:568,116,500,7,15,44,
0:0:14:581,116,500,1,4,45,
0:0:14:594,116,500,0,19,41,
0:0:14:607,116,500,1,20,37,
0:0:14:620,116,500,0,5,35,
0:0:14:632,116,500,0,13,31,
0:0:14:645,116,500,2,6,25,
0:0:14:657,116,500,2,5,20,
0:0:14:670,116,500,7,9,20,
0:0:14:683,116,500,5,0,20,
0:0:14:695,116,500,5,1,20,
0:0:14:707,116,500,6,0,20,
0:0:14:721,116,500,3,0,20,
0:0:14:733,116,500,5,0,20,
0:0:14:745,116,500,4,2,20,
0:0:14:758,116,500,3,1,20,
0:0:14:771,116,500,8,23,20,
0:0:14:783,116,500,7,0,20,
0:0:14:795,116,500,8,0,20,
0:0:14:808,116,500,6,2,20,
0:0:14:821,116,500,4,0,20,
0:0:14:833,116,500,3,2,20,
0:0:14:845,116,500,2,2,20,
0:0:14:859,116,500,2,0,20,
0:0:14:871,116,500,2,35,20,
0:0:14:883,116,500,1,0,20,
0:0:14:896,116,500,0,2,20,
0:0:14:909,116,500,0,0,20,
0:0:14:921,116,500,1,2,20,
0:0:14:934,116,500,8,2,20,
0:0:14:946,116,500,25,11,20,
0:0:14:958,116,500,45,24,20,
0:0:14:971,116,500,66,12,20,
0:0:14:984,116,500,83,19,20,
0:0:14:996,116,500,96,17,20,
0:0:15:8,116,500,106,9,20,
0:0:15:22,116,500,111,9,20,
0:0:15:34,116,500,113,12,20,
0:0:15:46,116,500,115,0,20,
0:0:15:59,116,500,116,12,20,
0:0:15:72,116,500,116,0,20,
0:0:15:84,116,500,116,0,20,
0:0:15:96,116,500,116,8,20,
0:0:15:109,116,500,116,10,20,
0:0:15:122,116,500,116,110,20,
0:0:15:134,116,500,116,199,20,
0:0:15:147,116,500,116,286,20,
0:0:15:160,116,500,110,373,21,
0:0:15:172,116,500,101,386,20,
0:0:15:185,116,500,87,372,20,
0:0:15:198,116,500,65,301,20,
0:0:15:211,116,500,40,136,20,
0:0:15:223,116,500,22,118,20,
0:0:15:237,116,500,9,9,20,
0:0:15:249,116,500,2,7,20,
0:0:15:261,116,500,0,1,20,
0:0:15:273,116,500,0,2,20,
0:0:15:286,116,500,0,15,21,
0:0:15:298,116,500,0,2,20,
0:0:15:311,116,500,0,3,20,
0:0:15:324,116,500,0,12,20,
0:0:15:336,116,500,0,5,20,
0:0:15:348,116,500,0,1,23,
0:0:15:361,116,500,0,4,20,
0:0:15:374,116,500,0,0,20,
0:0:15:386,116,500,0,6,20,
0:0:15:398,116,500,0,11,20,
0:0:15:411,116,500,0,7,21,
0:0:15:423,116,500,0,3,20,
0:0:15:436,116,500,0,4,20,
0:0:15:449,116,500,0,1,20,
0:0:15:461,116,500,0,3,22,
0:0:15:473,116,500,0,12,20,
0:0:15:485,116,500,0,8,21,
0:0:15:499,116,500,0,20,22,
0:0:15:511,116,500,0,31,20,
0:0:15:523,116,500,0,38,20,
0:0:15:536,116,500,0,33,21,
0:0:15:549,116,500,0,40,21,
0:0:15:561,116,500,0,35,22,
0:0:15:574,116,500,0,40,20,
0:0:15:586,116,500,0,39,20,
0:0:15:599,116,500,0,39,22,
0:0:15:611,116,500,0,39,21,
0:0:15:624,116,500,0,41,20,
0:0:15:636,116,500,0,42,20,
0:0:15:649,116,500,0,48,22,
0:0:15:662,116,500,0,49,20,
0:0:15:674,116,500,0,43,20,
0:0:15:686,116,500,0,42,20,
0:0:15:698,116,500,0,36,20,
0:0:15:711,116,500,1,39,20,
0:0:15:724,116,500,1,39,20,
0:0:15:736,116,500,0,38,20,
0:0:15:749,116,500,0,36,20,
0:0:15:762,116,500,0,46,20,
0:0:15:774,116,500,0,45,20,
0:0:15:787,116,500,0,43,20,
0:0:15:799,116,500,0,48,21,
0:0:15:812,116,500,0,49,21,
0:0:15:824,116,500,0,39,20,
0:0:15:837,116,500,1,42,20,
0:0:15:849,116,500,1,39,20,
0:0:15:861,116,500,0,38,20,
0:0:15:874,116,500,0,31,20,
0:0:15:887,116,500,0,51,20,
0:0:15:899,116,500,5,44,20,
0:0:15:911,116,500,4,51,20,
0:0:15:925,116,500,2,44,20,
0:0:15:937,116,500,2,46,20,
0:0:15:949,116,500,1,47,20,
0:0:15:963,116,500,1,50,20,
0:0:15:975,116,500,1,51,22,
0:0:15:987,116,500,0,48,26,
0:0:16:0,116,500,0,49,30,
0:0:16:13,116,500,4,50,32,
0:0:16:25,116,500,2,51,37,
0:0:16:37,116,500,3,46,38,
0:0:16:51,116,500,6,46,38,
0:0:16:64,116,500,4,51,39,
0:0:16:77,116,500,4,44,41,
0:0:16:91,116,500,2,49,43,
0:0:16:103,116,500,3,44,41,
0:0:16:116,116,500,3,46,43,
0:0:16:130,116,500,5,48,43,
0:0:16:143,116,500,4,49,41,
0:0:16:156,116,500,3,47,43,
0:0:16:169,116,500,5,48,44,
0:0:16:183,116,500,5,49,43,
0:0:16:196,116,500,3,47,41,
0:0:16:209,116,500,2,46,43,
0:0:16:222,116,500,5,42,42,
0:0:16:235,116,500,3,51,44,
0:0:16:248,116,500,1,47,42,
0:0:16:262,116,500,1,47,43,
0:0:16:275,116,500,0,47,41,
0:0:16:288,116,500,0,51,43,
0:0:16:302,116,500,0,55,43,
0:0:16:314,116,500,0,56,45,
0:0:16:327,116,500,0,46,42,
0:0:16:340,116,500,0,47,42,
0:0:16:354,116,500,0,47,42,
0:0:16:367,116,500,1,64,40,
0:0:16:379,116,500,1,53,44,
0:0:16:393,116,500,2,54,43,
0:0:16:406,116,500,2,52,43,
0:0:16:419,116,500,1,56,44,
0:0:16:433,116,500,1,55,44,
0:0:16:446,116,500,0,55,45,
0:0:16:459,116,500,0,55,44,
0:0:16:472,116,500,0,55,43,
0:0:16:485,116,500,0,51,42,
0:0:16:498,116,500,0,53,41,
0:0:16:512,116,500,0,52,43,
0:0:16:525,116,500,0,59,43,
0:0:16:537,116,500,0,59,42,
0:0:16:550,116,500,0,49,44,
0:0:16:564,116,500,14,59,39,
0:0:16:577,116,500,14,79,43,
0:0:16:590,116,500,29,72,43,
0:0:16:604,116,500,44,59,44,
0:0:16:617,116,500,66,77,43,
0:0:16:630,116,500,82,75,44,
0:0:16:644,116,500,92,72,42,
0:0:16:657,116,500,101,69,46,
0:0:16:670,116,500,108,69,44,
0:0:16:684,116,500,111,71,46,
0:0:16:697,116,500,113,65,41,
0:0:16:710,116,500,115,70,42,
0:0:16:723,116,500,116,50,42,
0:0:16:736,116,500,116,61,43,
0:0:16:749,116,500,116,51,43,
0:0:16:762,116,500,116,53,42,
0:0:16:776,116,500,116,56,45,
0:0:16:789,116,500,116,56,41,
0:0:16:802,116,500,116,58,41,
0:0:16:816,116,500,116,56,42,
0:0:16:829,116,500,116,50,41,
0:0:16:842,116,500,116,50,42,
0:0:16:856,116,500,116,47,40,
0:0:16:868,116,500,116,42,40,
0:0:16:881,116,500,116,50,43,
0:0:16:894,116,500,116,52,42,
0:0:16:908,116,500,116,52,42,
0:0:16:921,116,500,116,52,42,
0:0:16:934,116,500,116,54,43,
0:0:16:948,116,500,116,57,41,
0:0:16:961,116,500,115,55,42,
0:0:16:974,116,500,115,55,43,
0:0:16:988,116,500,115,57,44,
0:0:17:1,116,500,115,55,43,
0:0:17:14,116,500,115,55,41,
0:0:17:28,116,500,116,56,42,
0:0:17:41,116,500,116,56,42,
0:0:17:53,116,500,116,55,40,
0:0:17:67,116,500,116,57,43,
0:0:17:80,116,500,116,55,41,
0:0:17:93,116,500,116,53,40,
0:0:17:106,116,500,116,54,41,
0:0:17:120,116,500,116,55,42,
0:0:17:133,116,500,116,55,42,
0:0:17:146,116,500,116,56,41,
0:0:17:160,116,500,113,52,42,
0:0:17:173,116,500,114,50,41,
0:0:17:186,116,500,114,48,43,
0:0:17:200,116,500,114,50,44,
0:0:17:213,116,500,115,48,43,
0:0:17:226,116,500,116,50,42,
0:0:17:239,116,500,116,48,42,
0:0:17:252,116,500,116,49,44,
0:0:17:265,116,500,116,50,43,
0:0:17:278,116,500,116,49,45,
0:0:17:292,116,500,116,49,42,
0:0:17:305,116,500,116,51,43,
0:0:17:318,116,500,116,51,43,
0:0:17:332,116,500,116,51,43,
0:0:17:345,116,500,116,50,44,
0:0:17:358,116,500,116,51,42,
0:0:17:371,116,500,116,49,41,
0:0:17:384,116,500,116,51,42,
0:0:17:397,116,500,116,50,41,
0:0:17:411,116,500,116,50,44,
0:0:17:424,116,500,116,52,43,
0:0:17:437,116,500,116,52,41,
0:0:17:451,116,500,115,53,43,
0:0:17:464,116,500,115,55,41,
0:0:17:477,116,500,115,56,42,
0:0:17:492,116,500,115,57,42,
0:0:17:506,116,500,115,59,45,
0:0:17:519,116,500,115,58,44,
0:0:17:532,116,500,116,58,39,
0:0:17:545,116,500,116,59,41,
0:0:17:558,116,500,116,59,42,
0:0:17:571,116,500,116,59,42,
0:0:17:585,116,500,116,60,44,
0:0:17:598,116,500,116,60,43,
0:0:17:611,116,500,116,60,42,
0:0:17:625,116,500,116,60,42,
0:0:17:638,116,500,116,58,41,
0:0:17:651,116,500,115,57,40,
0:0:17:665,116,500,115,57,42,
0:0:17:678,116,500,115,57,43,
0:0:17:691,116,500,115,57,41,
0:0:17:704,116,500,115,56,45,
0:0:17:718,116,500,115,55,43,
0:0:17:731,116,500,115,54,43,
0:0:2:256,180,11,0,67,20,
0:0:2:270,180,11,0,65,20,
0:0:2:282,180,11,0,63,20,
0:0:2:294,180,11,1,62,21,
0:0:2:307,180,11,4,63,22,
0:0:2:319,180,11,11,62,24,
0:0:2:332,180,11,21,60,27,
0:0:2:344,180,11,37,71,31,
0:0:2:357,180,11,48,62,31,
0:0:2:370,180,11,59,80,33,
0:0:2:382,180,11,68,76,33,
0:0:2:395,180,11,75,70,35,
0:0:2:407,180,11,80,62,35,
0:0:2:420,180,11,87,56,37,
0:0:2:433,180,11,93,64,38,
0:0:2:445,180,11,94,72,36,
0:0:2:458,180,11,90,64,34,
0:0:2:470,180,11,93,62,37,
0:0:2:483,180,11,96,62,38,
0:0:2:495,180,11,97,61,38,
0:0:2:508,180,11,98,73,37,
0:0:2:521,180,11,103,62,39,
0:0:2:533,180,11,103,61,38,
0:0:2:546,180,11,95,62,34,
0:0:2:558,180,11,94,63,36,
0:0:2:571,180,11,93,60,36,
0:0:2:584,180,11,94,47,38,
0:0:2:596,180,11,103,63,41,
0:0:2:609,180,11,101,55,36,
0:0:2:624,180,11,102,40,38,
0:0:2:636,180,11,102,61,37,
0:0:2:650,180,11,97,61,36,
0:0:2:662,180,11,96,60,37,
0:0:2:674,180,11,89,63,33,
0:0:2:686,180,11,79,55,31,
0:0:2:700,180,11,67,68,28,
0:0:2:712,180,11,50,79,24,
0:0:2:724,180,11,37,56,24,
0:0:2:738,180,11,22,69,20,
0:0:2:750,180,11,11,72,20,
0:0:2:762,180,11,5,60,20,
0:0:2:775,180,11,1,79,20,
0:0:2:788,180,11,0,69,20,
0:0:2:800,180,11,0,56,20,
0:0:2:812,180,11,0,65,20,
0:0:2:825,180,11,0,70,20,
0:0:2:837,180,11,0,48,20,
0:0:2:849,180,11,0,56,20,
0:0:2:862,180,11,0,73,20,
0:0:2:875,180,11,0,60,20,
0:0:2:887,180,11,0,62,20,
0:0:2:899,180,11,0,60,20,
0:0:2:912,180,11,11,61,26,
0:0:2:924,180,11,23,61,28,
0:0:2:937,180,11,32,80,28,
0:0:2:950,180,11,51,79,34,
0:0:2:962,180,11,66,77,35,
0:0:2:974,180,11,79,72,37,
0:0:2:988,180,11,92,70,39,
0:0:3:1,180,11,100,64,39,
0:0:3:14,180,11,103,75,38,
0:0:3:27,180,11,106,74,39,
0:0:3:41,180,11,102,72,36,
0:0:3:53,180,11,98,75,36,
0:0:3:65,180,11,91,127,34,
0:0:3:78,180,11,78,60,30,
0:0:3:91,180,11,67,94,29,
0:0:3:103,180,11,58,96,28,
0:0:3:116,180,11,41,81,23,
0:0:3:129,180,11,25,75,20,
0:0:3:141,180,11,14,70,20,
0:0:3:153,180,11,6,64,20,
0:0:3:166,180,11,1,68,20,
0:0:3:179,180,11,0,68,20,
0:0:3:191,180,11,0,64,20,
0:0:3:204,180,11,0,68,20,
0:0:3:216,180,11,0,65,20,
0:0:3:228,180,11,3,68,22,
0:0:3:240,180,11,14,61,26,
0:0:3:254,180,11,27,81,29,
0:0:3:266,180,11,45,82,33,
0:0:3:278,180,11,60,79,34,
0:0:3:292,180,11,78,82,38,
0:0:3:304,180,11,88,69,37,
0:0:3:317,180,11,103,77,42,
0:0:3:331,180,11,110,74,40,
0:0:3:344,180,11,117,74,42,
0:0:3:357,180,11,118,56,40,
0:0:3:371,180,11,118,68,40,
0:0:3:384,180,11,111,72,37,
0:0:3:397,180,11,109,68,39,
0:0:3:409,180,11,108,67,39,
0:0:3:422,180,11,98,62,34,
0:0:3:435,180,11,87,60,32,
0:0:3:447,180,11,73,86,28,
0:0:3:460,180,11,53,63,24,
0:0:3:473,180,11,33,79,21,
0:0:3:485,180,11,18,73,20,
0:0:3:497,180,11,8,71,20,
0:0:3:510,180,11,2,70,20,
0:0:3:523,180,11,0,73,20,
0:0:3:535,180,11,0,69,20,
0:0:3:548,180,11,0,75,20,
0:0:3:560,180,11,0,64,20,
0:0:3:572,180,11,0,70,20,
0:0:3:585,180,11,0,63,20,
0:0:3:597,180,11,0,62,20,
0:0:3:610,180,11,0,62,20,
0:0:3:622,180,11,0,61,20,
0:0:3:635,180,11,0,67,20,
0:0:3:647,180,11,0,61,20,
0:0:3:659,180,11,0,72,20,
0:0:3:672,180,11,0,62,20,
0:0:3:684,180,11,0,62,20,
0:0:3:696,180,11,0,64,20,
0:0:3:708,180,11,0,62,20,
0:0:3:721,180,11,0,64,20,
0:0:3:733,180,11,0,62,20,
0:0:3:746,180,11,0,62,20,
0:0:3:759,180,11,0,60,20,
0:0:3:771,180,11,0,62,20,
0:0:3:783,180,11,0,60,20,
0:0:3:795,180,11,0,71,20,
0:0:3:808,180,11,0,62,20,
0:0:3:821,180,11,1,65,21,
0:0:3:833,180,11,8,62,24,
0:0:3:846,180,11,17,61,26,
0:0:3:858,180,11,32,62,30,
0:0:3:870,180,11,49,80,33,
0:0:3:884,180,11,64,76,35,
0:0:3:896,180,11,80,73,38,
0:0:3:908,180,11,90,72,37,
0:0:3:921,180,11,98,75,39,
0:0:3:935,180,11,102,64,38,
0:0:3:948,180,11,107,70,40,
0:0:3:961,180,11,106,66,38,
0:0:3:975,180,11,105,56,38,
0:0:3:988,180,11,109,79,40,
0:0:4:1,180,11,116,80,43,
0:0:4:15,180,11,118,67,41,
0:0:4:27,180,11,118,72,40,
0:0:4:40,180,11,120,62,41,
0:0:4:54,180,11,122,61,42,
0:0:4:67,180,11,119,64,40,
0:0:4:80,180,11,122,60,42,
0:0:4:93,180,11,128,61,44,
0:0:4:107,180,11,133,62,45,
0:0:4:119,180,11,130,60,41,
0:0:4:132,180,11,122,60,38,
0:0:4:146,180,11,121,88,41,
0:0:4:159,180,11,117,80,40,
0:0:4:172,180,11,110,62,38,
0:0:4:186,180,11,106,76,37,
0:0:4:198,180,11,105,64,38,
0:0:4:211,180,11,99,63,36,
0:0:4:224,180,11,93,62,35,
0:0:4:236,180,11,83,61,31,
0:0:4:249,180,11,69,81,28,
0:0:4:261,180,11,55,63,26,
0:0:4:274,180,11,35,79,21,
0:0:4:286,180,11,19,96,20,
0:0:4:299,180,11,10,68,20,
0:0:4:312,180,11,3,70,20,
0:0:4:324,180,11,0,71,20,
0:0:4:336,180,11,0,70,20,
0:0:4:349,180,11,0,71,20,
0:0:4:362,180,11,5,74,23,
0:0:4:374,180,11,5,54,21,
0:0:4:386,180,11,4,67,20,
0:0:4:399,180,11,3,64,20,
0:0:4:412,180,11,2,67,20,
0:0:4:424,180,11,4,62,22,
0:0:4:436,180,11,2,64,20,
0:0:4:449,180,11,3,63,21,
0:0:4:461,180,11,4,61,21,
0:0:4:474,180,11,10,62,24,
0:0:4:487,180,11,7,76,20,
0:0:4:499,180,11,5,62,20,
0:0:4:511,180,11,4,63,20,
0:0:4:525,180,11,3,62,21,
0:0:4:537,180,11,1,62,20,
0:0:4:549,180,11,2,65,21,
0:0:4:561,180,11,2,60,20,
0:0:4:575,180,11,6,63,23,
0:0:4:587,180,11,6,89,21,
0:0:4:599,180,11,4,62,20,
0:0:4:612,180,11,3,62,20,
0:0:4:624,180,11,2,63,20,
0:0:4:637,180,11,4,62,22,
0:0:4:649,180,11,4,62,21,
0:0:4:662,180,11,6,61,22,
0:0:4:674,180,11,9,67,22,
0:0:4:687,180,11,8,73,21,
0:0:4:700,180,11,5,62,20,
0:0:4:712,180,11,3,65,20,
0:0:4:724,180,11,1,62,20,
0:0:4:738,180,11,0,65,20,
0:0:4:750,180,11,0,60,20,
0:0:4:762,180,11,1,63,21,
0:0:4:774,180,11,6,63,23,
0:0:4:787,180,11,14,89,25,
0:0:4:800,180,11,26,62,28,
0:0:4:812,180,11,48,85,35,
0:0:4:825,180,11,63,80,35,
0:0:4:838,180,11,82,64,39,
0:0:4:850,180,11,96,73,39,
0:0:4:864,180,11,109,79,42,
0:0:4:877,180,11,117,72,42,
0:0:4:890,180,11,124,63,43,
0:0:4:903,180,11,130,72,44,
0:0:4:917,180,11,132,69,43,
0:0:4:930,180,11,126,69,40,
0:0:4:943,180,11,128,72,43,
0:0:4:957,180,11,131,72,44,
0:0:4:970,180,11,138,106,47,
0:0:4:983,180,11,147,136,48,
0:0:4:996,138,11,146,454,44,
0:0:5:9,138,11,144,513,46,
0:0:5:22,138,11,143,613,47,
0:0:5:36,138,11,137,676,43,
0:0:5:49,138,11,140,680,46,
0:0:5:62,137,11,139,646,45,
0:0:5:75,137,11,135,615,42,
0:0:5:89,137,11,140,611,46,
0:0:5:102,135,11,139,582,44,
0:0:5:114,135,11,136,520,44,
0:0:5:128,135,11,136,500,47,
0:0:5:141,135,11,136,500,46,
0:0:5:154,135,11,135,510,46,
0:0:5:168,135,11,134,501,43,
0:0:5:181,135,11,133,481,43,
0:0:5:194,135,11,134,471,44,
0:0:5:208,133,11,134,466,47,
0:0:5:221,133,11,133,467,47,
0:0:5:234,133,11,139,469,46,
0:0:5:248,133,11,137,471,46,
0:0:5:261,133,11,135,502,45,
0:0:5:274,133,11,135,521,45,
0:0:5:286,133,11,134,514,44,
0:0:5:300,133,11,133,509,47,
0:0:5:313,133,11,134,516,44,
0:0:5:326,133,11,134,506,48,
0:0:5:340,133,11,133,497,44,
0:0:5:353,133,11,143,491,48,
0:0:5:366,133,11,140,467,46,
0:0:5:380,133,11,135,545,42,
0:0:5:393,133,11,136,623,44,
0:0:5:406,133,11,134,588,43,
0:0:5:420,133,11,131,461,45,
0:0:5:433,133,11,136,439,45,
0:0:5:446,131,11,134,401,44,
0:0:5:458,131,11,134,397,44,
0:0:5:472,131,11,133,413,46,
0:0:5:485,131,11,130,402,42,
0:0:5:498,131,11,130,390,45,
0:0:5:512,131,11,129,324,42,
0:0:5:525,131,11,129,295,43,
0:0:5:538,131,11,129,287,44,
0:0:5:552,131,11,117,280,36,
0:0:5:564,131,11,103,280,34,
0:0:5:576,131,11,89,207,31,
0:0:5:590,131,11,61,141,23,
0:0:5:602,131,11,35,7,20,
0:0:5:614,131,11,20,0,20,
0:0:5:627,131,11,8,24,20,
0:0:5:640,131,11,1,3,20,
0:0:5:652,131,11,3,4,22,
0:0:5:664,131,11,4,8,21,
0:0:5:677,131,11,6,2,22,
0:0:5:689,131,11,5,8,20,
0:0:5:702,131,11,5,10,21,
0:0:5:714,131,11,5,4,21,
0:0:5:727,131,11,8,2,23,
0:0:5:739,131,11,5,3,20,
0:0:5:751,131,11,5,1,21,
0:0:5:765,131,11,4,0,20,
0:0:5:777,131,11,3,0,21,
0:0:5:789,131,11,3,3,21,
0:0:5:801,131,11,2,0,20,
0:0:5:814,131,11,1,0,20,
0:0:5:827,131,11,1,1,20,
0:0:5:839,131,11,0,8,20,
0:0:5:852,131,11,0,3,20,
0:0:5:864,131,11,0,0,20,
0:0:5:878,131,11,0,0,20,
0:0:5:891,131,11,0,0,20,
0:0:5:903,131,11,0,1,20,
0:0:5:915,131,11,0,3,20,
0:0:5:927,131,11,0,3,20,
0:0:5:940,131,11,1,8,21,
0:0:5:952,131,11,14,0,27,
0:0:5:965,131,11,31,0,31,
0:0:5:978,131,11,51,12,35,
0:0:5:990,131,11,67,19,35,
0:0:6:2,131,11,82,7,37,
0:0:6:16,131,11,96,33,40,
0:0:6:29,131,11,108,33,42,
0:0:6:42,131,11,116,21,42,
0:0:6:55,131,11,116,47,44,
0:0:6:69,131,11,123,25,43,
0:0:6:81,131,11,128,36,45,
0:0:6:94,131,11,130,38,48,
0:0:6:108,131,11,130,42,44,
0:0:6:121,131,11,129,41,42,
0:0:6:134,131,11,124,45,40,
0:0:6:148,131,11,124,42,45,
0:0:6:161,131,11,126,98,44,
0:0:6:174,131,11,126,122,42,
0:0:6:188,131,11,126,232,47,
0:0:6:201,131,11,128,268,45,
0:0:6:214,131,11,130,279,43,
0:0:6:227,131,11,130,284,43,
0:0:6:240,131,11,130,287,46,
0:0:6:253,131,11,131,367,44,
0:0:6:266,131,11,131,376,46,
0:0:6:280,131,11,131,380,45,
0:0:6:293,131,11,131,381,46,
0:0:6:306,131,11,131,384,49,
0:0:6:320,131,11,131,376,45,
0:0:6:332,131,11,131,371,44,
0:0:6:345,131,11,131,359,45,
0:0:6:359,131,11,131,353,46,
0:0:6:372,131,11,131,348,47,
0:0:6:385,131,11,131,351,46,
0:0:6:398,131,11,131,350,44,
0:0:6:412,131,11,131,348,46,
0:0:6:424,131,11,131,348,46,
0:0:6:437,131,11,131,348,46,
0:0:6:451,131,11,131,353,45,
0:0:6:464,131,11,131,350,45,
0:0:6:477,131,11,131,353,43,
0:0:6:491,131,11,131,352,45,
0:0:6:504,131,11,129,353,42,
0:0:6:517,131,11,119,353,37,
0:0:6:530,131,11,114,351,39,
0:0:6:542,131,11,108,272,37,
0:0:6:555,131,11,92,155,32,
0:0:6:567,131,11,80,122,31,
0:0:6:581,131,11,68,8,28,
0:0:6:593,131,11,51,15,25,
0:0:6:605,131,11,32,5,21,
0:0:6:618,131,11,18,0,20,
0:0:6:631,131,11,9,0,20,
0:0:6:643,131,11,3,7,20,
0:0:6:656,131,11,0,1,20,
0:0:6:668,131,11,0,4,20,
0:0:6:680,131,11,0,7,20,
0:0:6:692,131,11,0,8,20,
0:0:6:705,131,11,0,7,20,
0:0:6:718,131,11,0,1,20,
0:0:6:730,131,11,0,3,20,
0:0:6:743,131,11,0,1,20,
0:0:6:755,131,11,0,12,20,
0:0:6:767,131,11,0,0,20,
0:0:6:779,131,11,0,8,20,
0:0:6:792,131,11,0,7,20,
0:0:6:804,131,11,0,0,20,
0:0:6:816,131,11,0,0,20,
0:0:6:830,131,11,0,35,20,
0:0:6:842,131,11,0,3,20,
0:0:6:854,131,11,0,0,20,
0:0:6:866,131,11,0,0,20,
0:0:6:879,131,11,0,0,20,
0:0:6:891,131,11,1,0,21,
0:0:6:903,131,11,20,0,30,
0:0:6:916,131,11,38,0,32,
0:0:6:929,131,11,61,26,38,
0:0:6:941,131,11,89,20,42,
0:0:6:955,131,11,107,13,42,
0:0:6:968,131,11,118,58,42,
0:0:6:981,131,11,118,52,43,
0:0:6:994,131,11,128,66,42,
0:0:7:8,131,11,127,58,42,
0:0:7:21,131,11,127,49,46,
0:0:7:34,131,11,129,56,45,
0:0:7:48,131,11,129,56,44,
0:0:7:60,131,11,130,58,46,
0:0:7:73,131,11,130,60,46,
0:0:7:87,131,11,131,74,44,
0:0:7:100,131,11,131,63,44,
0:0:7:113,131,11,131,112,45,
0:0:7:126,131,11,131,228,46,
0:0:7:139,131,11,131,286,43,
0:0:7:152,131,11,131,385,46,
0:0:7:165,131,11,131,397,45,
0:0:7:179,131,11,131,393,46,
0:0:7:192,131,11,129,361,42,
0:0:7:205,131,11,129,355,46,
0:0:7:219,131,11,130,357,45,
0:0:7:232,131,11,130,356,45,
0:0:7:245,131,11,130,356,46,
0:0:7:259,131,11,130,356,43,
0:0:7:271,131,11,131,357,44,
0:0:7:284,131,11,131,354,44,
0:0:7:298,131,11,131,357,46,
0:0:7:311,131,11,131,361,43,
0:0:7:324,131,11,129,356,42,
0:0:7:337,131,11,126,359,41,
0:0:7:351,131,11,124,360,41,
0:0:7:364,131,11,124,357,44,
0:0:7:377,131,11,126,304,45,
0:0:7:391,131,11,127,233,44,
0:0:7:404,131,11,128,231,44,
0:0:7:417,131,11,130,232,44,
0:0:7:431,131,11,127,239,41,
0:0:7:444,131,11,121,239,39,
0:0:7:456,131,11,114,239,38,
0:0:7:469,131,11,98,233,32,
0:0:7:482,131,11,76,128,27,
0:0:7:494,131,11,57,127,25,
0:0:7:506,131,11,37,28,22,
0:0:7:520,131,11,19,13,20,
